"ID","Sales"
1,6019.75184176162
2,6127.73647107058
3,4018.04517444132
4,5545.03382403684
5,10001.2734877287
6,9426.0199632008
7,5655.07472338442
8,6606.79706572025
9,14486.8457030738
10,7595.25540637089
11,15694.3868003699
12,10032.1469038465
13,8620.39241673702
14,5468.12328241967
15,10245.7559061392
16,3975.27418736573
17,7514.88114410114
18,6427.49418278779
19,5559.66053846597
20,5089.70790947131
21,6021.70639201746
22,6694.76298447
23,3834.65424609251
24,5165.69408565984
25,10098.9861457443
26,9188.60726922549
27,5651.74554680076
28,6394.7091462099
29,12563.8554341027
30,7371.23786933717
31,16124.5317958092
32,10217.4335625996
33,8706.48494530355
34,5306.21805307787
35,9089.14840121267
36,4013.72831217502
37,6967.68874656002
38,5487.45191647291
39,5401.65744316839
40,5362.03444547107
41,6236.56293577552
42,6755.61358271086
43,3468.54356352091
44,4663.19846056641
45,9888.99936277476
46,7965.83478057723
47,5516.19745399781
48,5837.9166398322
49,11117.8613401186
50,7226.51614530664
51,15011.3765427296
52,10427.0571910502
53,7983.75897298796
54,4767.41157241174
55,8236.39829875962
56,3368.07953056021
57,6342.51179038615
58,4887.48089231235
59,4968.66462593555
60,5299.21612245933
61,6060.54594835079
62,7127.90489765964
63,4559.94171539486
64,4772.11663404401
65,10560.6627152207
66,8159.60945707785
67,5831.75398347507
68,5958.78275657872
69,11560.9636934742
70,7682.25436159842
71,16175.3535840738
72,10831.3043683807
73,8637.30638035754
74,5592.36732107606
75,8593.93608526501
76,3513.31697621813
77,6367.2166274799
78,4887.86525061175
79,5231.83019681424
80,5685.49555755301
81,6649.78274792618
82,8190.80556466631
83,5028.757871706
84,6154.68780765557
85,11583.3818560166
86,9754.53263317615
87,7036.97553205175
88,6801.18535631531
89,12450.4708940642
90,8468.57489310367
91,18376.6419723046
92,12412.5754349257
93,9255.25969095122
94,6429.17937547299
95,9228.89486159089
96,3857.50812427352
97,7864.13844184308
98,6033.13283421212
99,6373.73689783684
100,6353.31149370406
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,2926.55154330723
122,1925.86007339169
123,771.176608994076
124,2994.80151582353
125,6992.60773983982
126,6908.3648675943
127,2942.78041180572
128,4811.06421754159
129,8562.53596945586
130,3940.84960556984
131,8101.38996678991
132,4245.00739193295
133,5562.53246962419
134,1170.36364368596
135,4357.26354252432
136,2950.33080942076
137,4920.24159203891
138,5078.81702497706
139,2068.94897877657
140,3012.95863247568
141,3852.62602650936
142,4000.84157845005
143,2136.54309588231
144,3508.38318625468
145,7089.68964734816
146,6341.75041663604
147,3363.91919934468
148,4832.84243312778
149,8748.43997473883
150,5179.79837600914
151,10513.2882269688
152,5955.52344907114
153,5471.22946412996
154,3179.83573907042
155,6629.21441054701
156,2934.69163962018
157,4842.29437426359
158,5200.87181824075
159,3598.28640555047
160,3916.91010513937
161,3867.57130045217
162,4351.82181069883
163,1948.65814245685
164,3148.12829901635
165,7162.27968841734
166,6194.98934329088
167,3387.96445590313
168,4635.84036810443
169,8649.53463767938
170,5063.63847490707
171,10839.7254640818
172,5977.24549458189
173,5895.63011231542
174,2982.26504977041
175,6014.94730413205
176,2987.14844204424
177,4323.58389469215
178,4106.93641905066
179,3301.89736954816
180,3972.619062738
181,4376.89653324164
182,4430.91160749961
183,1841.7109456732
184,2844.81660566861
185,7317.81967106831
186,5571.63357884603
187,3271.66784055803
188,4537.42635955243
189,8453.35436781547
190,5063.39186570895
191,10666.4453350406
192,5919.32643755211
193,5829.71676747513
194,2931.04736531187
195,5770.90466550917
196,2921.52961685712
197,4186.17038234329
198,3956.7392825206
199,3234.9338580786
200,4116.68380409338
201,3906.02246065117
202,4480.67875950068
203,2169.53271908208
204,2769.21660495505
205,7568.48301732693
206,5571.67189100502
207,3209.61068710317
208,4529.7925174312
209,8519.66017709791
210,5043.44540033191
211,11373.5240438356
212,5844.41320585424
213,5803.35561936833
214,3069.47435948188
215,5844.55617722082
216,2888.12743001145
217,4128.81796742652
218,3679.50841376778
219,3255.72076066936
220,4083.9059709871
221,4005.53690612559
222,4538.92803411671
223,2122.47173584689
224,3286.19126100061
225,7741.89046543967
226,6307.66385806537
227,3422.03726273167
228,4718.1637149929
229,9319.29843112466
230,5217.10063360314
231,11498.8567916964
232,6064.1654421742
233,5870.38670979699
234,3183.90645096058
235,6056.5853984126
236,2931.96003510864
237,4486.79422853185
238,4163.92644135664
239,3655.70413952211
240,4230.98123448799
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,2926.76321429575
262,2013.86572009334
263,877.275713984967
264,3202.01262996909
265,7518.73112803707
266,7090.81762459829
267,3053.89181378894
268,4858.72283433199
269,8978.28562787181
270,4072.96368752981
271,8537.30971016634
272,4276.69800820998
273,5793.25975472088
274,1211.78975764575
275,4537.60538105072
276,3134.10088992471
277,4966.7881658474
278,5156.7797805718
279,2214.567322934
280,3087.42583328109
281,5201.98324121382
